"Country","Response_measure","date_start","date_end"
"Netherlands","BanOnAllEventsPartial",2020-10-14,2020-11-03
"Netherlands","BanOnAllEventsPartial",2021-06-05,2021-06-25
"Netherlands","ClosDaycare",2020-03-16,2020-05-10
"Netherlands","ClosDaycare",2020-12-16,2021-02-07
"Netherlands","ClosDaycarePartial",2020-06-08,2020-07-01
"Netherlands","ClosDaycarePartial",2021-02-08,2021-04-18
"Netherlands","ClosHigh",2020-03-12,2020-06-14
"Netherlands","ClosHigh",2020-12-16,2021-04-25
"Netherlands","ClosHighPartial",2020-06-15,2020-09-01
"Netherlands","ClosHighPartial",2021-04-26,NA
"Netherlands","ClosPrim",2020-03-16,2020-05-10
"Netherlands","ClosPrim",2020-12-16,2021-02-07
"Netherlands","ClosPrimPartial",2020-05-11,2020-06-08
"Netherlands","ClosPubAnyPartial",2020-03-12,2021-06-25
"Netherlands","ClosPubAnyPartial",2021-07-10,NA
"Netherlands","ClosSec",2020-03-16,2020-06-01
"Netherlands","ClosSec",2020-12-16,2021-02-28
"Netherlands","ClosSecPartial",2020-06-02,2020-06-30
"Netherlands","ClosSecPartial",2021-03-01,2021-05-31
"Netherlands","ClosureOfPublicTransportPartial",2020-03-12,2020-05-31
"Netherlands","ClosureOfPublicTransportPartial",2020-12-15,2021-05-18
"Netherlands","EntertainmentVenues",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-11-04,2021-05-18
"Netherlands","EntertainmentVenuesPartial",2020-06-01,2020-11-03
"Netherlands","EntertainmentVenuesPartial",2021-05-19,2021-06-25
"Netherlands","EntertainmentVenuesPartial",2021-07-10,NA
"Netherlands","GymsSportsCentres",2020-03-16,2020-04-28
"Netherlands","GymsSportsCentres",2020-12-15,2021-05-18
"Netherlands","GymsSportsCentresPartial",2020-04-29,2020-06-30
"Netherlands","GymsSportsCentresPartial",2020-10-14,2020-12-14
"Netherlands","GymsSportsCentresPartial",2021-05-19,2021-06-04
"Netherlands","IndoorOver100",2020-03-12,2020-03-22
"Netherlands","IndoorOver100",2020-06-01,2020-09-28
"Netherlands","IndoorOver100",2021-06-26,NA
"Netherlands","IndoorOver50",2020-09-29,2020-10-13
"Netherlands","MasksMandatoryClosedSpaces",2020-12-01,2021-06-25
"Netherlands","MasksMandatoryClosedSpacesPartial",2020-06-01,2020-10-04
"Netherlands","MasksMandatoryClosedSpacesPartial",2021-06-26,NA
"Netherlands","MasksVoluntaryClosedSpacesPartial",2020-10-05,2020-11-30
"Netherlands","MassGather50",2020-03-23,2020-05-31
"Netherlands","MassGather50",2020-09-29,2020-10-13
"Netherlands","MassGather50",2020-11-04,2021-06-04
"Netherlands","MassGather50Partial",2020-10-14,2020-11-03
"Netherlands","MassGather50Partial",2021-06-05,2021-06-25
"Netherlands","MassGatherAll",2020-03-12,2020-06-30
"Netherlands","MassGatherAll",2020-09-29,2020-10-13
"Netherlands","MassGatherAll",2020-11-04,2021-06-04
"Netherlands","MassGatherAllPartial",2020-07-01,2020-09-28
"Netherlands","MassGatherAllPartial",2020-10-14,2020-11-03
"Netherlands","MassGatherAllPartial",2021-06-05,NA
"Netherlands","NonEssentialShops",2020-12-15,2021-03-02
"Netherlands","NonEssentialShopsPartial",2021-03-03,2021-06-04
"Netherlands","OutdoorOver100",2020-03-12,2020-03-22
"Netherlands","OutdoorOver100",2021-06-26,NA
"Netherlands","OutdoorOver50",2020-09-29,2020-10-13
"Netherlands","OutdoorOver500",2020-07-01,2020-09-28
"Netherlands","PlaceOfWorship",2020-03-16,2020-05-31
"Netherlands","PlaceOfWorshipPartial",2020-06-01,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-03-23,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-08-18,2021-06-25
"Netherlands","PrivateGatheringRestrictionsPartial",2021-07-10,2021-08-13
"Netherlands","QuarantineForInternationalTravellers",2020-03-14,NA
"Netherlands","RestaurantsCafes",2020-03-15,2020-05-31
"Netherlands","RestaurantsCafes",2020-10-14,2021-04-27
"Netherlands","RestaurantsCafesPartial",2020-06-01,2020-06-30
"Netherlands","RestaurantsCafesPartial",2020-09-29,2020-10-13
"Netherlands","RestaurantsCafesPartial",2021-04-28,2021-06-04
"Netherlands","RestaurantsCafesPartial",2021-07-10,NA
"Netherlands","StayHomeGen",2020-03-18,2020-05-10
"Netherlands","StayHomeGen",2020-12-15,2021-01-22
"Netherlands","StayHomeGen",2021-04-29,2021-06-04
"Netherlands","StayHomeGenPartial",2020-05-11,2020-06-01
"Netherlands","StayHomeGenPartial",2020-11-04,2020-12-14
"Netherlands","StayHomeOrderPartial",2021-01-23,2021-04-28
"Netherlands","StayHomeRiskG",2020-03-13,2020-06-26
"Netherlands","Teleworking",2020-03-12,2020-05-31
"Netherlands","Teleworking",2020-08-18,2021-06-25
"Netherlands","TeleworkingPartial",2020-06-01,2020-08-17
"Netherlands","TeleworkingPartial",2021-06-26,NA
"Netherlands","WorkplaceClosures",2020-03-23,2020-05-10
"Netherlands","WorkplaceClosures",2020-12-15,2021-03-02
"Netherlands","WorkplaceClosuresPartial",2021-03-03,2021-04-27
"Norway","AdaptationOfWorkplacePartial",2021-07-28,NA
"Norway","BanOnAllEvents",2020-03-12,2020-05-06
"Norway","ClosDaycare",2020-03-12,2020-04-20
"Norway","ClosDaycarePartial",2021-07-08,NA
"Norway","ClosHigh",2020-03-12,2020-06-14
"Norway","ClosHigh",2021-01-04,2021-02-18
"Norway","ClosHighPartial",2020-11-09,2021-01-03
"Norway","ClosHighPartial",2021-02-19,NA
"Norway","ClosPrim",2020-03-12,2020-04-26
"Norway","ClosPubAny",2020-03-12,2020-05-31
"Norway","ClosPubAnyPartial",2020-06-01,NA
"Norway","ClosSec",2020-03-12,2020-05-11
"Norway","ClosSecPartial",2021-01-04,2021-01-17
"Norway","EntertainmentVenues",2020-03-12,2020-05-31
"Norway","EntertainmentVenues",2021-03-25,NA
"Norway","EntertainmentVenuesPartial",2020-06-01,2021-01-03
"Norway","GymsSportsCentres",2020-03-12,2020-05-14
"Norway","GymsSportsCentres",2021-01-03,2021-01-17
"Norway","GymsSportsCentres",2021-03-25,2021-04-15
"Norway","GymsSportsCentresPartial",2021-01-18,2021-03-24
"Norway","GymsSportsCentresPartial",2021-04-16,NA
"Norway","IndoorOver100",2021-02-19,2021-03-24
"Norway","IndoorOver100",2021-04-16,2021-06-17
"Norway","IndoorOver50",2020-05-07,2020-06-14
"Norway","IndoorOver50",2021-03-25,2021-04-15
"Norway","IndoorOver500",2020-06-15,2021-02-18
"Norway","MasksVoluntaryAllSpacesPartial",2020-08-14,NA
"Norway","MassGather50",2020-03-12,2020-06-14
"Norway","MassGather50",2021-03-25,2021-04-15
"Norway","MassGatherAll",2020-03-12,2020-06-14
"Norway","MassGatherAll",2020-10-12,2021-05-26
"Norway","MassGatherAllPartial",2020-06-15,2020-10-11
"Norway","MassGatherAllPartial",2021-05-27,2021-06-17
"Norway","OutdoorOver50",2020-05-07,2020-06-14
"Norway","OutdoorOver50",2021-03-25,2021-04-15
"Norway","OutdoorOver500",2020-06-15,2021-03-24
"Norway","OutdoorOver500",2021-04-16,2021-06-17
"Norway","PrivateGatheringRestrictions",2020-06-02,NA
"Norway","QuarantineForInternationalTravellers",2020-07-15,2021-03-05
"Norway","QuarantineForInternationalTravellers",2021-03-29,2021-06-11
"Norway","QuarantineForInternationalTravellersPartial",2020-05-07,2020-07-14
"Norway","QuarantineForInternationalTravellersPartial",2021-03-06,2021-03-28
"Norway","QuarantineForInternationalTravellersPartial",2021-06-12,NA
"Norway","RestaurantsCafes",2020-03-12,2020-05-31
"Norway","RestaurantsCafesPartial",2020-06-01,NA
"Norway","StayHomeGen",2020-11-09,2021-01-03
"Norway","StayHomeRiskG",2020-03-12,2020-06-01
"Norway","Teleworking",2020-03-10,2021-06-17
"Norway","TeleworkingPartial",2021-06-18,NA
"Poland","AdaptationOfWorkplace",2020-04-02,NA
"Poland","BanOnAllEvents",2020-11-07,2021-05-07
"Poland","BanOnAllEventsPartial",2020-07-17,2020-08-06
"Poland","ClosDaycare",2020-03-12,2020-05-06
"Poland","ClosDaycarePartial",2021-03-27,2021-04-18
"Poland","ClosHigh",2020-03-12,2020-05-24
"Poland","ClosHighPartial",2020-05-25,2020-08-31
"Poland","ClosHighPartial",2020-10-01,NA
"Poland","ClosPrim",2020-03-12,2020-05-24
"Poland","ClosPrim",2020-11-10,2021-01-17
"Poland","ClosPrim",2021-03-20,2021-04-25
"Poland","ClosPrimPartial",2020-05-25,2020-06-30
"Poland","ClosPrimPartial",2020-10-24,2020-11-09
"Poland","ClosPrimPartial",2021-01-18,2021-03-19
"Poland","ClosPrimPartial",2021-04-26,2021-05-28
"Poland","ClosPubAny",2020-03-14,2020-03-14
"Poland","ClosPubAnyPartial",2020-03-15,NA
"Poland","ClosSec",2020-03-12,2020-05-24
"Poland","ClosSec",2020-10-24,2021-05-14
"Poland","ClosSecPartial",2020-05-25,2020-06-30
"Poland","ClosSecPartial",2020-09-01,2020-10-23
"Poland","ClosSecPartial",2021-05-15,2021-05-28
"Poland","ClosureOfPublicTransportPartial",2020-03-15,2021-06-26
"Poland","EntertainmentVenues",2020-03-14,2020-06-06
"Poland","EntertainmentVenues",2020-10-24,2021-01-31
"Poland","EntertainmentVenues",2021-03-20,2021-05-03
"Poland","EntertainmentVenuesPartial",2020-06-07,2020-10-23
"Poland","EntertainmentVenuesPartial",2021-02-01,2021-03-19
"Poland","EntertainmentVenuesPartial",2021-05-04,NA
"Poland","GymsSportsCentres",2020-03-14,2020-06-04
"Poland","GymsSportsCentres",2021-03-20,2021-04-15
"Poland","GymsSportsCentresPartial",2020-06-05,2020-08-06
"Poland","GymsSportsCentresPartial",2021-04-16,NA
"Poland","HotelsOtherAccommodation",2020-03-14,2020-05-04
"Poland","HotelsOtherAccommodationPartial",2020-10-24,NA
"Poland","IndoorOver100",2020-08-07,2020-10-22
"Poland","IndoorOver50",2020-03-14,2020-05-03
"Poland","IndoorOver50",2020-10-23,2020-11-06
"Poland","IndoorOver50",2021-05-28,2021-06-05
"Poland","IndoorOver500",2020-03-10,2020-03-13
"Poland","IndoorOver500",2021-06-06,NA
"Poland","MasksMandatoryAllSpaces",2020-04-16,2020-05-29
"Poland","MasksMandatoryAllSpaces",2020-10-10,2021-05-15
"Poland","MasksMandatoryClosedSpacesPartial",2020-05-30,2020-09-18
"Poland","MassGather50",2020-03-14,2020-05-29
"Poland","MassGather50",2020-10-23,2021-05-07
"Poland","MassGather50",2021-05-28,2021-06-05
"Poland","MassGather50Partial",2020-07-17,2020-08-06
"Poland","MassGatherAll",2020-03-10,2020-06-18
"Poland","MassGatherAll",2020-10-17,2021-05-07
"Poland","MassGatherAll",2021-05-28,2021-06-05
"Poland","MassGatherAllPartial",2020-06-19,2020-10-16
"Poland","MassGatherAllPartial",2021-06-06,NA
"Poland","NonEssentialShops",2020-03-14,2020-05-17
"Poland","NonEssentialShops",2020-11-07,2021-01-31
"Poland","NonEssentialShops",2021-03-20,2021-04-25
"Poland","NonEssentialShopsPartial",2021-02-01,2021-03-19
"Poland","NonEssentialShopsPartial",2021-04-26,NA
"Poland","OutdoorOver100",2020-05-30,2020-07-16
"Poland","OutdoorOver50",2020-03-14,2020-05-29
"Poland","OutdoorOver50",2021-05-28,2021-06-05
"Poland","OutdoorOver500",2020-08-07,2020-10-10
"Poland","OutdoorOver500",2021-06-06,NA
"Poland","PlaceOfWorshipPartial",2020-04-19,2020-05-30
"Poland","PlaceOfWorshipPartial",2020-08-09,NA
"Poland","PrivateGatheringRestrictions",2020-04-02,2020-05-29
"Poland","PrivateGatheringRestrictions",2020-10-17,2021-05-07
"Poland","PrivateGatheringRestrictionsPartial",2021-05-08,2021-05-27
"Poland","QuarantineForInternationalTravellers",2020-03-15,2021-01-22
"Poland","QuarantineForInternationalTravellersPartial",2021-01-23,NA
"Poland","RestaurantsCafes",2020-03-14,2020-05-17
"Poland","RestaurantsCafes",2020-10-24,2021-05-14
"Poland","RestaurantsCafesPartial",2020-05-18,2020-05-29
"Poland","RestaurantsCafesPartial",2021-05-15,NA
"Poland","StayHomeGen",2020-04-19,2020-05-04
"Poland","StayHomeOrder",2020-03-24,2020-04-18
"Poland","StayHomeRiskG",2020-03-08,NA
"Poland","Teleworking",2020-03-08,NA
"Portugal","BanOnAllEvents",2020-05-04,2021-04-15
"Portugal","BanOnAllEventsPartial",2021-04-16,2021-06-28
"Portugal","ClosDaycare",2020-03-16,2020-05-17
"Portugal","ClosDaycare",2021-01-22,2021-03-14
"Portugal","ClosDaycarePartial",2020-05-18,2020-05-31
"Portugal","ClosHigh",2020-03-16,2020-05-17
"Portugal","ClosHigh",2021-01-22,2021-04-15
"Portugal","ClosHighPartial",2020-05-18,2020-09-07
"Portugal","ClosPrim",2020-03-16,2020-09-14
"Portugal","ClosPrim",2021-01-22,2021-03-14
"Portugal","ClosPubAny",2020-03-13,2020-03-17
"Portugal","ClosPubAnyPartial",2020-03-18,NA
"Portugal","ClosSec",2020-03-16,2020-05-17
"Portugal","ClosSec",2021-01-22,2021-03-31
"Portugal","ClosSecPartial",2020-05-18,2020-09-14
"Portugal","ClosSecPartial",2021-04-01,2021-04-15
"Portugal","ClosureOfPublicTransportPartial",2020-03-18,NA
"Portugal","EntertainmentVenues",2020-03-13,2020-05-17
"Portugal","EntertainmentVenues",2021-01-15,2021-04-15
"Portugal","EntertainmentVenuesPartial",2020-05-18,2020-06-01
"Portugal","EntertainmentVenuesPartial",2020-11-24,2021-01-14
"Portugal","EntertainmentVenuesPartial",2021-04-16,2021-06-28
"Portugal","EntertainmentVenuesPartial",2021-07-08,NA
"Portugal","GymsSportsCentres",2020-03-15,2020-05-03
"Portugal","GymsSportsCentres",2021-01-15,2021-03-31
"Portugal","GymsSportsCentresPartial",2020-05-04,2020-11-21
"Portugal","GymsSportsCentresPartial",2021-04-01,2021-04-30
"Portugal","GymsSportsCentresPartial",2021-07-08,NA
"Portugal","HotelsOtherAccommodationPartial",2021-07-08,NA
"Portugal","IndoorOver100",2020-03-15,2020-05-03
"Portugal","MasksMandatoryAllSpaces",2020-10-28,NA
"Portugal","MasksMandatoryClosedSpaces",2020-05-04,2020-10-27
"Portugal","MasksVoluntaryAllSpaces",2020-10-15,2020-10-27
"Portugal","MassGather50",2020-05-04,2021-04-15
"Portugal","MassGather50Partial",2021-04-16,2021-06-28
"Portugal","MassGatherAll",2020-03-15,2021-04-15
"Portugal","MassGatherAllPartial",2021-04-16,2021-06-28
"Portugal","NonEssentialShops",2020-03-15,2020-05-03
"Portugal","NonEssentialShops",2021-01-15,2021-03-31
"Portugal","NonEssentialShopsPartial",2020-05-04,2020-11-23
"Portugal","NonEssentialShopsPartial",2021-04-01,2021-06-28
"Portugal","OutdoorOver100",2020-03-15,2020-05-03
"Portugal","PlaceOfWorship",2020-03-13,2020-05-30
"Portugal","PrivateGatheringRestrictions",2020-05-03,2021-06-28
"Portugal","QuarantineForInternationalTravellers",2020-02-27,2020-03-17
"Portugal","QuarantineForInternationalTravellers",2021-01-31,2021-06-28
"Portugal","RegionalStayHomeOrder",2020-04-02,2020-05-03
"Portugal","RestaurantsCafes",2020-03-15,2020-05-31
"Portugal","RestaurantsCafes",2020-11-15,2021-03-31
"Portugal","RestaurantsCafesPartial",2021-04-01,2021-06-28
"Portugal","RestaurantsCafesPartial",2021-07-08,NA
"Portugal","StayHomeGen",2020-03-19,2020-05-02
"Portugal","StayHomeGen",2021-05-01,2021-06-28
"Portugal","StayHomeOrder",2021-01-15,2021-04-30
"Portugal","StayHomeRiskG",2020-03-18,2020-05-02
"Portugal","Teleworking",2020-03-16,2020-05-31
"Portugal","Teleworking",2021-01-15,2021-04-30
"Portugal","TeleworkingPartial",2020-06-01,2020-10-22
"Portugal","TeleworkingPartial",2021-05-01,2021-08-01
"Romania","AdaptationOfWorkplace",2020-03-16,NA
"Romania","ClosDaycare",2020-03-16,2020-06-14
"Romania","ClosDaycarePartial",2020-06-15,2020-09-14
"Romania","ClosHigh",2020-03-16,2020-06-14
"Romania","ClosHighPartial",2020-08-31,NA
"Romania","ClosPrim",2020-03-16,2020-06-14
"Romania","ClosPrim",2020-11-09,2020-12-23
"Romania","ClosPrim",2021-01-11,2021-02-07
"Romania","ClosPrimPartial",2020-06-15,2020-09-14
"Romania","ClosPubAny",2020-03-18,2020-05-13
"Romania","ClosPubAnyPartial",2020-05-14,NA
"Romania","ClosSec",2020-03-16,2020-06-01
"Romania","ClosSec",2020-11-09,2020-12-23
"Romania","ClosSec",2021-01-11,2021-02-07
"Romania","ClosSecPartial",2020-06-02,2020-09-14
"Romania","ClosSecPartial",2021-02-08,NA
"Romania","EntertainmentVenues",2020-03-18,2020-05-13
"Romania","EntertainmentVenuesPartial",2020-05-14,NA
"Romania","GymsSportsCentres",2020-03-18,2020-05-30
"Romania","GymsSportsCentresPartial",2020-05-31,2020-06-14
"Romania","GymsSportsCentresPartial",2021-03-25,NA
"Romania","HotelsOtherAccommodation",2020-03-18,2020-05-15
"Romania","HotelsOtherAccommodationPartial",2021-05-15,2021-06-30
"Romania","IndoorOver100",2021-06-09,2021-06-30
"Romania","IndoorOver50",2020-09-01,2021-06-08
"Romania","IndoorOver500",2021-07-01,NA
"Romania","MasksMandatoryAllSpaces",2020-08-01,NA
"Romania","MasksMandatoryClosedSpaces",2020-05-15,2020-07-31
"Romania","MassGather50",2020-09-01,2021-06-08
"Romania","MassGatherAll",2020-03-18,2020-10-18
"Romania","MassGatherAllPartial",2020-10-19,NA
"Romania","NonEssentialShops",2020-03-22,2020-05-13
"Romania","NonEssentialShopsPartial",2020-05-14,2020-06-14
"Romania","NonEssentialShopsPartial",2020-11-05,2021-05-14
"Romania","NonEssentialShopsPartial",2021-06-09,NA
"Romania","OutdoorOver100",2020-09-01,2021-05-14
"Romania","OutdoorOver500",2020-03-18,2020-08-31
"Romania","OutdoorOver500",2021-05-15,NA
"Romania","PlaceOfWorship",2020-03-18,2020-05-14
"Romania","PlaceOfWorshipPartial",2020-05-15,NA
"Romania","PrivateGatheringRestrictions",2020-03-22,NA
"Romania","QuarantineForInternationalTravellers",2020-03-25,2021-05-14
"Romania","QuarantineForInternationalTravellersPartial",2021-05-15,NA
"Romania","RestaurantsCafes",2020-03-18,2020-05-31
"Romania","RestaurantsCafesPartial",2020-06-01,NA
"Romania","StayHomeOrderPartial",2020-03-22,2020-05-13
"Romania","StayHomeOrderPartial",2020-11-14,2021-05-14
"Romania","StayHomeRiskG",2020-03-25,2020-05-14
"Romania","Teleworking",2020-03-16,NA
"Slovakia","BanOnAllEvents",2020-03-10,2020-06-03
"Slovakia","BanOnAllEventsPartial",2020-11-02,2020-11-14
"Slovakia","BanOnAllEventsPartial",2020-12-30,2021-04-28
"Slovakia","ClosDaycare",2020-03-16,2020-05-31
"Slovakia","ClosDaycarePartial",2020-06-01,2020-06-30
"Slovakia","ClosHigh",2020-03-16,2020-06-09
"Slovakia","ClosHighPartial",2020-06-10,NA
"Slovakia","ClosPrim",2020-03-30,2020-05-31
"Slovakia","ClosPrimPartial",2020-06-01,2020-06-30
"Slovakia","ClosPrimPartial",2020-10-12,2021-04-11
"Slovakia","ClosPubAnyPartial",2020-03-12,2020-05-20
"Slovakia","ClosPubAnyPartial",2020-10-01,NA
"Slovakia","ClosSec",2020-03-16,2020-05-31
"Slovakia","ClosSec",2020-10-12,2020-11-15
"Slovakia","ClosSecPartial",2020-06-01,2020-06-30
"Slovakia","ClosSecPartial",2020-11-16,NA
"Slovakia","EntertainmentVenues",2020-03-16,2020-05-20
"Slovakia","EntertainmentVenues",2020-10-15,2020-11-15
"Slovakia","EntertainmentVenues",2020-12-19,2021-04-26
"Slovakia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovakia","EntertainmentVenuesPartial",2021-04-27,NA
"Slovakia","GymsSportsCentres",2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",2020-10-15,2020-11-15
"Slovakia","GymsSportsCentres",2020-12-19,2021-04-25
"Slovakia","GymsSportsCentresPartial",2020-11-16,2020-12-18
"Slovakia","GymsSportsCentresPartial",2021-04-26,NA
"Slovakia","HotelsOtherAccommodation",2021-01-01,2021-01-10
"Slovakia","HotelsOtherAccommodationPartial",2020-03-12,2020-05-20
"Slovakia","HotelsOtherAccommodationPartial",2020-12-14,2020-12-31
"Slovakia","HotelsOtherAccommodationPartial",2021-01-11,NA
"Slovakia","IndoorOver100",2020-06-04,2020-06-14
"Slovakia","IndoorOver1000",2020-06-15,2020-08-31
"Slovakia","IndoorOver500",2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",2020-03-25,2020-06-09
"Slovakia","MasksMandatoryAllSpaces",2020-10-01,2021-04-18
"Slovakia","MasksMandatoryAllSpacesPartial",2021-04-19,NA
"Slovakia","MasksMandatoryClosedSpaces",2020-06-10,2020-09-30
"Slovakia","MasksMandatoryClosedSpaces",2021-04-19,NA
"Slovakia","MassGather50",2020-03-10,2020-06-03
"Slovakia","MassGather50Partial",2020-11-02,2020-11-14
"Slovakia","MassGather50Partial",2020-12-30,2021-04-28
"Slovakia","MassGatherAll",2020-03-10,2020-09-30
"Slovakia","MassGatherAllPartial",2020-11-02,2020-11-14
"Slovakia","MassGatherAllPartial",2020-12-30,2021-04-28
"Slovakia","NonEssentialShops",2020-03-16,2020-04-21
"Slovakia","NonEssentialShopsPartial",2020-04-22,2020-05-20
"Slovakia","NonEssentialShopsPartial",2020-10-01,NA
"Slovakia","OutdoorOver100",2020-06-04,2020-06-14
"Slovakia","OutdoorOver1000",2020-06-15,2020-09-30
"Slovakia","PlaceOfWorshipPartial",2021-01-01,NA
"Slovakia","PrivateGatheringRestrictionsPartial",2020-10-01,NA
"Slovakia","QuarantineForInternationalTravellers",2020-03-12,NA
"Slovakia","RestaurantsCafes",2021-01-01,2021-04-25
"Slovakia","RestaurantsCafesPartial",2020-03-12,2020-05-20
"Slovakia","RestaurantsCafesPartial",2020-10-01,2020-12-31
"Slovakia","RestaurantsCafesPartial",2021-04-26,NA
"Slovakia","StayHomeOrder",2020-12-30,2021-02-28
"Slovakia","StayHomeOrder",2021-04-29,2021-05-15
"Slovakia","StayHomeOrderPartial",2020-11-02,2020-11-14
"Slovakia","StayHomeOrderPartial",2021-03-01,2021-04-28
"Slovakia","Teleworking",2020-11-02,2021-04-18
"Slovakia","TeleworkingPartial",2021-04-19,NA
"Slovenia","BanOnAllEvents",2020-10-17,2021-04-11
"Slovenia","ClosDaycare",2020-03-12,2020-05-17
"Slovenia","ClosDaycare",2020-10-26,2021-02-02
"Slovenia","ClosDaycare",2021-04-01,2021-04-11
"Slovenia","ClosDaycarePartial",2020-05-18,2020-06-01
"Slovenia","ClosHigh",2020-03-12,2020-05-17
"Slovenia","ClosHigh",2021-01-26,2021-02-15
"Slovenia","ClosHigh",2021-04-01,2021-04-11
"Slovenia","ClosHighPartial",2020-10-24,2021-01-25
"Slovenia","ClosPrim",2020-03-12,2020-05-17
"Slovenia","ClosPrim",2020-10-24,2021-02-15
"Slovenia","ClosPrim",2021-04-01,2021-04-11
"Slovenia","ClosPrimPartial",2020-05-18,2020-06-01
"Slovenia","ClosPubAny",2020-03-14,2020-04-28
"Slovenia","ClosPubAny",2020-10-24,2020-11-15
"Slovenia","ClosPubAnyPartial",2020-04-29,2020-09-21
"Slovenia","ClosPubAnyPartial",2020-11-16,NA
"Slovenia","ClosSec",2020-03-12,2020-05-17
"Slovenia","ClosSec",2020-10-19,2021-02-14
"Slovenia","ClosSec",2021-04-01,2021-04-11
"Slovenia","ClosSecPartial",2020-05-18,2020-06-24
"Slovenia","ClosureOfPublicTransport",2020-03-14,2020-04-30
"Slovenia","ClosureOfPublicTransport",2020-11-16,2020-12-15
"Slovenia","EntertainmentVenues",2020-03-16,2020-04-28
"Slovenia","EntertainmentVenues",2021-04-01,2021-04-11
"Slovenia","EntertainmentVenuesPartial",2020-04-29,2020-09-21
"Slovenia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovenia","EntertainmentVenuesPartial",2021-01-09,2021-01-15
"Slovenia","EntertainmentVenuesPartial",2021-03-20,2021-03-31
"Slovenia","EntertainmentVenuesPartial",2021-04-12,NA
"Slovenia","GymsSportsCentres",2020-03-15,2020-05-17
"Slovenia","GymsSportsCentres",2021-04-01,2021-04-11
"Slovenia","GymsSportsCentresPartial",2020-05-18,2020-06-01
"Slovenia","GymsSportsCentresPartial",2021-05-17,NA
"Slovenia","IndoorOver100",2020-03-10,2020-05-31
"Slovenia","IndoorOver100",2021-06-21,NA
"Slovenia","IndoorOver500",2020-03-07,2020-03-09
"Slovenia","MasksMandatoryAllSpacesPartial",2020-09-19,NA
"Slovenia","MasksMandatoryClosedSpaces",2020-03-30,2020-06-11
"Slovenia","MasksMandatoryClosedSpaces",2020-06-25,NA
"Slovenia","MassGather50",2020-05-18,2020-05-31
"Slovenia","MassGather50",2020-10-17,2021-04-11
"Slovenia","MassGatherAll",2020-03-07,2020-06-14
"Slovenia","MassGatherAll",2020-10-17,2021-04-11
"Slovenia","MassGatherAll",2021-06-21,NA
"Slovenia","NonEssentialShops",2020-03-15,2020-04-20
"Slovenia","NonEssentialShops",2020-10-24,2020-12-14
"Slovenia","NonEssentialShopsPartial",2020-12-15,NA
"Slovenia","OutdoorOver50",2020-05-18,2020-05-31
"Slovenia","OutdoorOver500",2020-03-10,2020-03-18
"Slovenia","OutdoorOver500",2020-06-01,2020-06-14
"Slovenia","OutdoorOver500",2021-06-21,NA
"Slovenia","PlaceOfWorship",2021-04-01,2021-04-11
"Slovenia","PlaceOfWorshipPartial",2021-04-12,NA
"Slovenia","PrivateGatheringRestrictions",2020-03-19,2020-05-17
"Slovenia","PrivateGatheringRestrictions",2020-11-13,2021-01-15
"Slovenia","PrivateGatheringRestrictions",2021-04-01,2021-04-11
"Slovenia","PrivateGatheringRestrictions",2021-04-21,NA
"Slovenia","PrivateGatheringRestrictionsPartial",2020-10-14,2020-11-12
"Slovenia","QuarantineForInternationalTravellers",2020-04-04,NA
"Slovenia","RestaurantsCafes",2020-03-15,2020-05-17
"Slovenia","RestaurantsCafes",2021-04-01,2021-04-11
"Slovenia","RestaurantsCafesPartial",2021-04-19,NA
"Slovenia","StayHomeOrder",2020-03-19,2020-05-04
"Slovenia","StayHomeOrderPartial",2020-10-20,2021-04-13
"Slovenia","Teleworking",2020-03-04,NA
"Slovenia","WorkplaceClosures",2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplace",2020-04-11,NA
"Spain","BanOnAllEvents",2020-03-14,2020-06-01
"Spain","BanOnAllEventsPartial",2020-10-01,NA
"Spain","ClosDaycare",2020-03-12,2020-08-27
"Spain","ClosHigh",2020-03-12,2020-08-27
"Spain","ClosHighPartial",2020-09-15,NA
"Spain","ClosPrim",2020-03-12,2020-08-27
"Spain","ClosPubAnyPartial",2020-03-14,NA
"Spain","ClosSec",2020-03-12,2020-08-27
"Spain","ClosureOfPublicTransportPartial",2020-03-14,NA
"Spain","EntertainmentVenues",2020-03-14,2020-05-10
"Spain","EntertainmentVenues",2020-08-14,2021-06-07
"Spain","EntertainmentVenuesPartial",2020-05-11,2020-06-20
"Spain","EntertainmentVenuesPartial",2021-06-08,NA
"Spain","GymsSportsCentres",2020-03-14,2020-06-20
"Spain","HotelsOtherAccommodation",2020-03-14,2020-05-31
"Spain","HotelsOtherAccommodationPartial",2020-06-01,2020-06-20
"Spain","IndoorOver100",2020-06-02,2020-06-21
"Spain","MasksMandatoryAllSpaces",2021-03-30,2021-06-25
"Spain","MasksMandatoryAllSpacesPartial",2020-05-21,2020-08-03
"Spain","MasksMandatoryClosedSpaces",2020-05-04,2020-05-21
